comment,antagonize,antagonize:confidence,condescending,condescending:confidence,dismissive,dismissive:confidence,hostile,hostile:confidence,sarcastic,sarcastic:confidence
"""Government makes an absolute fortunate on taxes from the oil industry."" ------- How naive! Alberta gives away its oil. Your royalty regime is a gift to Big Oil. Suckers.",0,0.8056,1,0.804,0,0.6029,0,0.8056,0,1.0
And yet the people who disagree with you have more detailed responses than you.,0,0.6096,1,0.7878,1,0.6027,0,0.804,0,0.8086
"I'm guessing a lot of Liberals are having buyers remorse these days. Could have had an actual rocket scientist as leader, but instead they chose the substitute teacher. It says more about the party than I ever could.",0,0.7991,1,0.6091,0,0.7991,0,0.7991,0,0.7991
Blah!. Get real.,0,0.8065,1,0.6016,1,0.8031,0,1.0,1,0.605
western propaganda is not a real argument. back to school for you.,0,0.6154,1,1.0,1,0.7926,0,0.8209,0,1.0
"What's new here, dear? Liberals will do anything and say anything to get in power and stay in power. I invite you to Google the following because it shows the real nature of the Liberal Party of Canada: 'GST + Nunziata' . Have a nice day.",0,0.7948,1,0.6052,0,0.7959999999999999,0,1.0,0,0.7948
"And we think we have 'arrived' when we get the mortgaged three bedroom house in the burbs with the required SUV, 2 children and of course the dog!!!",0,1.0,1,0.6018,0,1.0,0,1.0,1,0.7917
"Toast province, is the word your looking for. Not provence.------------------and no one noticed thisprovince, is the word YOU'RE looking for. Not provence. YOU'RE = you are (looking for)YOUR is a possessive pronounas in YOUR dog",0,0.8076,1,1.0,0,0.8076,0,0.8076,0,0.8076
Are you dim or what? The gridlock in Washington has everything to do with the GOP losing 2 consecutive elections and not being happy with a black president. You are a very uniformed person.,1,0.8149,1,1.0,1,0.6048,1,0.8149,0,1.0
"R, 7 words: The Constitution is extremely difficult to amend. Try to remember that.",0,0.7977,1,0.6109,0,0.7977,0,1.0,0,1.0
'dismiss half your government'?do you have a hot clue what you are talking about? please explain.,0,0.8088,1,1.0,0,0.6097,0,0.8088,0,0.8118
"Les - How many seats did con leader Kim Campbell win in the 1993 Federal election? In case you are too young to remember, the answer is - Two.",0,0.7953,1,0.6285,0,0.6015,0,1.0,0,1.0
It is one thing to insult. It is an entirely different matter to speak the truth. Are you not able to distinguish one from the other?,0,1.0,1,0.7971,0,1.0,0,1.0,0,0.8091
Why is it that we need to acknowledge stupid people who say or do stupid things? By doing so we only give them the relevance they seek - which they do not deserve. Just ignore these people (this includes rob ford),0,0.8163,1,1.0,0,0.8068,0,0.6231,0,0.7957
"Congratulations Rmiller101, your dream of Stein winning is even more delusional than the Trumpster Divers. That was a tough hurdle to clear but you jumped right over the bar.",0,0.6056,1,0.7827,0,0.6056,0,0.7827,1,0.6056
"""everybody"".....?? so he was speaking in an empty room? if so - how do you know? you were obviously not there",0,0.6004,1,0.6037,0,0.6069,0,0.7905,0,0.6059
Why is it you lefty loons are always railing against population growth until it suits your twisted agenda>,1,1.0,1,1.0,1,0.7932,1,1.0,0,0.6011
Hardly. Gibson is a life long Liberal with a capital 'L'.You certainly do not know Mr. Gibson.,0,0.6597,1,0.6659,1,0.8264,0,0.6597,0,1.0
Do all Ford voters find it hard to spell a simple three-letter word like 'off'? And do we want people like that to decide who runs things?,0,0.7957,1,0.6128,0,0.7957,0,1.0,0,1.0
Keep on believing in the myth. But it won't take your suffering away.,0,0.7645,1,0.6282,0,0.6277,0,0.8859999999999999,0,0.7645
"the word is 'waste' not 'waist', that's the part around your middle where your belt goes.",0,0.6154,1,0.8145,0,0.6154,0,0.818,0,0.7974
"Obama's foreign policy was just about as weak is it could get, I cant imagine Trump can actually be any weaker.",0,1.0,1,0.6178,0,1.0,0,1.0,0,1.0
"So, they're 'selling like hot cakes'?How many have actually been sold so far?",0,0.7947,1,0.6081,0,0.7947,0,1.0,1,0.8011
I've never seen such a bunch of psuedo scientific mumbo jumbo in one paragraph in my life....Sounds like you read way too much 'Popular Science'.,1,0.7986,1,0.7986,0,0.6112,1,0.7986,0,0.7986
"Mel, that's it!! The only logical explanation of the last few years, the grand strategy of enlightened sovereignty.",0,0.6071,1,0.6104,1,0.6104,0,0.6071,1,0.7878
Ha! Have you actually read the Torah and are you aware of the rules Orthodox Jews want everyone to live under?,0,0.6143,1,0.6141,0,0.7918,0,0.6143,0,0.6157
"These are assertions, not arguments. Show your work.",0,0.812,1,0.6143,1,0.812,0,0.812,0,1.0
"You have the right to say it, however you know NOT of what you speak.",0,0.6018,1,1.0,1,0.6052,0,0.7917,0,0.8101
Are you stuck in the 1950s?,0,0.6754,1,0.8581,0,0.6742,0,0.9086,1,0.7663
"All CONs are either on the take or interested in promoting their fetid views (moronic fundamentalist, bigoted/racist, anti working people and rural welfare).",1,1.0,1,0.6034,0,0.6023,1,0.7982,0,0.8041
"yes, lol, the morAns control everything.",0,0.8091,1,0.7863,0,0.7896,0,0.7896,0,0.8157
That's funny eh? Two times. Not knowing how to spell a simple word like subtle then not knowing what the heck those red squiggly marks are.,0,0.6164,1,0.7799,0,0.8044,0,1.0,1,0.6083
"Typical right winger....they don't want government to intrude in their lives, except when it is an issue that they feel strongly about, then they are all for government restrictions and intrusion.",1,0.7704,1,0.8079,1,0.8085,1,0.6096,1,0.6567
"1) Obama won't be running next election. 2) The US economy is booming, employment surging, the stock market at record heights. 3) You have no clue.",0,0.7894,1,0.601,0,0.607,0,0.7894,0,0.7962
The problem is voters were to stupid to realize that 3 is impossible if you live up to 1 and 2. So its an accepted premise that she will break her promises. And the jokes on the dumb electorate.,1,0.6086,1,0.6086,0,0.7914,1,0.6086,0,1.0
"I don't believe Harper ever manhandled anyone in the House, so your comment is irrelevant.",0,0.6152,1,0.7864,1,1.0,0,0.8179,0,1.0
"And what is Hudak planning on doing about it? Hmm? Answer: Not one thing. All Tim wants is you to work for less. Period. Now, if you are okay with that, by all means vote for Hudak. The rest of us don't.",0,1.0,1,0.8062,0,1.0,0,1.0,0,0.8062
Religion - A con job of massive proportions.,1,1.0,1,0.6375,1,0.664,0,0.6846,0,1.0
You are a fool. Your examples are ridiculous and not realistic. Try reality sometime... you'll like it.,1,0.961,1,0.8366,1,0.6757,1,0.8767,0,0.7109
"@tempsperdue If I were you, I'd put down the thesaurus and pick up a dictionary. It would make understanding language so much easier.",0,0.6027,1,1.0,0,0.7947,0,0.7947,0,0.8079999999999999
Stephen Harper is a bully. plain and simple. When will Canadians that support his party wake up and realize this?,0,0.7922,1,0.6023,0,1.0,0,0.7922,0,1.0
'tea Party'--a scattered group of American patriots who believe in fair taxation and smaller Gov't.--what is it you people don't get.,0,0.6787,1,0.6689,0,1.0,0,0.83,0,0.6914
An actually insightful article on the Globe and Mail. What will they think of next?,0,1.0,1,0.6145,0,1.0,0,1.0,1,0.8137
"quiet honey, the men are talking",0,0.6592,1,1.0,0,0.6592,0,0.8601,0,0.8095
Money doesn't buy back ecosystems destroyed by oil spills. Do your homework. Over 80 spills have been recorded in association with Trans-Canada. Pipelines leak oil. $1 per barrel won't change that.,0,0.8706,1,0.8626,0,0.7251,0,0.8706,0,0.8706
I'm sure if water levels rise 2mm per year there'll be guys like Mark who will find a way not being able to adapt and will drown.,0,0.8003,1,0.6231,0,1.0,0,0.8003,1,0.6136
"Your calculations are suspect, less talking, more sweeping!",0,0.6064,1,1.0,0,0.6008,0,0.8123,0,0.8123
"You should try using punctuation. It makes you appear a bit smarter, even when you make a claim that no one can substantiate.",0,0.6959,1,0.7552,0,0.6927,0,0.7738,0,0.9213
And you call the Wynne regime good government. Give your head a real good shake.!,0,0.8185,1,0.7749,0,0.635,0,0.8185,1,0.6028
Stay on topic and 86 the loser 'tar sands' rhetoric. The developemnt of the 'oil' sands is economically better for ALL Canadians.,0,0.606,1,0.6004,1,0.6004,0,0.606,0,0.606
"Work Farce, you've spent far too much time in the Republican echo chamber. Come out into the daylight and breathe the fresh air out here.",0,0.6064,1,0.6078,0,0.8007,1,0.6078,0,0.8007
So long as they take care to acknowledge the connections and pre-commitments of all their other commentators... or do you only want labels on the people you disagree with?,1,0.6135,1,0.6135,0,0.8068,0,1.0,0,1.0
"Gretz, please stick to running a failing hockey team.",0,0.6035,1,0.7921,1,0.6044,0,0.8076,0,0.6152
Try making paragraphs. It is very difficult to read without.,0,0.8128,1,0.6004,0,0.6088,0,0.8128,0,0.8128
'criminal'?Someone needs a dictionary.,0,0.8175,1,0.8167,0,0.6185,0,0.6342,1,0.7816
"A 30 billion dollar deficit will take several decades to pay off. And this is just his first year in power. You are either sarcastic, or profoundly uninformed.",0,0.6067,1,0.61,0,0.6067,0,0.7984,0,0.8065
"Robert, those were the only 'facts' in your whole post.",0,1.0,1,0.6114,0,0.7992,0,0.7876,0,0.6114
CC Are you losing it? This article is written by two men. Notley (I assume Rachel) isn't even mentioned in this article.,1,0.7566,1,0.7566,1,0.7566,0,0.7641,0,0.7566
"Go back and read the third paragraph, assuming you read the entire opinion in the first place,",0,0.7411,1,0.7781,0,0.7411,0,1.0,0,0.7781
"The media is about infotainment not reality and facts. All media is owned by six companies with their own agendas of propaganda. If you want facts, look elsewhere.",0,1.0,1,0.7987,0,0.6052,0,1.0,0,0.8056
"I must practice some restraint and not read the comments. I only come away feeling frustrated and dismayed. For such a small population, we have such a lot of ignorance.",0,0.6059,1,0.6103,0,0.6106,0,1.0,0,0.8021
"So you're talking about Greenland and Antarctica, as well as ""the study area"". What about the rest of the world? Or doesn't it fit your hypothesis?",0,0.6768,1,0.6729,0,0.8478,0,0.6768,0,0.6895
Did you get the knives arranged to your satisfaction son?,1,0.6085,1,1.0,0,0.6018,0,0.6018,1,1.0
yeah yeah yeah....boring.,0,0.7911,1,0.6089,1,0.6089,0,1.0,0,0.7911
You can guarantee that intellectuals always get it wrong.,0,0.6138,1,0.8052,0,0.7922,0,0.8217,0,0.7875
Pure drivel. But keep believing yourself!,1,0.7585,1,1.0,1,0.7585,1,0.7585,1,0.7585
If you knew the area you may well have second thoughts.,0,1.0,1,0.6308,0,0.6104,0,1.0,0,1.0
thelorax - your link doesn't make sense. It's about domestic violence - totally different topic.,0,0.8117,1,0.6083,0,0.6033,0,0.8117,0,1.0
"... because we have a cowardly Prime Minister, plain and simple !!!",0,1.0,1,0.8074,0,0.6086,0,0.7889,0,1.0
You cant make big screen tvs from birch bark,0,1.0,1,0.6007,0,1.0,0,1.0,0,0.6131
Nice fantasy will you be self publishing it on Kindle?,0,0.8033,1,0.7903,0,0.8033,0,0.8033,1,1.0
Skyofblue....do some reading.,0,0.6114,1,1.0,1,0.7941,0,0.8069,0,0.8051
So you're with the child pornographers?,1,0.8073,1,1.0,1,0.6089,1,0.8073,0,0.6002
Liberal parasite.,1,0.8069,0,0.6035,1,0.7959999999999999,1,0.8069,0,1.0
' Equity ' ?Merely the equality industry at work. Next ...,0,1.0,0,0.7974,1,0.6141,0,1.0,0,1.0
You got that backwards.,0,0.794,1,0.613,1,0.8146,0,1.0,0,0.794
Do you want the OILSANDS shut down??? typical left wing stupid comments!!!,1,1.0,1,0.9219,1,0.9592,1,0.8787,0,1.0
Two equally offensive posts.,0,0.8153,0,0.7965,1,0.6106,0,1.0,0,0.7997
"It was a very good article until the last sentence, which I thought stupid.",1,0.6225,1,0.619,1,0.619,1,0.6225,0,0.8061
Me thinks you are joking and just wanting responses,0,0.6097,1,0.6065,1,0.6065,0,0.6097,0,0.7839
Please tell us that you don't teach our children!,1,0.7963,1,1.0,1,0.6031,0,0.8024,0,1.0
What makes you an expert on using natural gas fired turbines for electrical generation? Have you ever designed or built one? Or are you just being your typical blowhard?,1,0.8073,1,0.8073,1,0.8073,1,0.6137,0,0.8026
"Women are just as idiotic, particularly when young. They're just idiotic over different things. God knows they're idiotic enough about men.",1,1.0,1,0.7947,1,0.7947,1,0.7947,0,0.8061
"Rather a silly remark there, watchlist.",1,0.7986,1,0.8065,1,0.8065,0,0.8065,0,0.6051
You haven't been around long enough to know who I am.I've been posting here for years. try reading about something other than Trump. .,1,0.6095,0,0.6074,1,0.6095,0,0.6074,1,0.6095
Nonsense. All public money was private money coming from people with various moral beliefs. When it comes to killing people I support the right of opting out.,0,1.0,0,0.8249,1,0.6922,0,1.0,0,0.8249
Mr. Walllace please check your false assumptions.,0,0.8906,1,0.8524,1,0.8129,0,0.9278,0,0.962
"As if you would know, Cabo.",0,0.6245,1,1.0,1,0.6007,0,0.8132,0,0.8113
"No, just Diversity. It's all he thinks about: Diversity, Diversity, Diversity, the answer to everything.",0,0.8001,0,0.6083,1,0.6066,0,1.0,0,0.6083
uninformed post..,0,0.7896,1,0.7893,1,0.6161,0,0.7896,0,1.0
Off topic.,0,1.0,0,1.0,1,0.7931,0,1.0,0,1.0
You watch too much Cee Bee Cee.,0,0.8038,0,0.6112,1,0.7984,0,0.8038,0,0.8074
Ken Maynard you've got some issues with reality,0,0.6645,0,0.6645,1,0.6755,0,0.8306,0,0.9182
I just read the above. I am a scientist and this post is just total rubbish from an uneducated neocon moron.,1,0.6052,1,0.6052,1,0.6052,1,0.6052,0,0.7948
Who let you in? Do you know .Because you were not even born at that time .,0,0.6141,1,1.0,1,1.0,0,0.8066,1,0.6005
A simplistic hardened and vile response -,0,0.7902,0,0.7902,1,0.6251,0,1.0,0,1.0
It was often like a pre-written play with the Conservatives reading from their prepared scripts. Complete contempt of the parliamentary process. Shameful!,1,0.6066,1,0.6066,1,0.6066,0,0.8004,0,0.8004
"Moronic comment, Jimmie.",0,0.6125,1,0.8172,1,0.8172,1,0.6053,0,0.7966
">> pursuing an international criminalSo you fell for that one, as well.",1,0.6241,1,0.6241,1,0.6241,0,1.0,0,0.8016
"Oh Lyle, that comment must be snark.",0,0.7997,0,0.6001,1,0.611,0,1.0,0,0.7953
"Just leave and go on with your life dude, wtf",0,0.7085,0,0.6514,1,0.8555,0,0.9025,0,1.0
on the same grounds that you imagine they are not - i would study and research a little bit more if i were you,0,0.7981,1,0.608,1,0.608,0,0.7981,0,0.6086
Wow the stupid meter registered that one as a 10! You win a free trip to a rubber room.,1,1.0,1,0.7833,1,0.7833,1,0.888,1,0.7743
"@NEA2 - no one wants to hear from someone whose idea of a political discussion is to say ""he's dumb"".",0,0.8104,1,1.0,1,0.812,0,0.8104,0,1.0
Are you comparing Aboriginal children to those children with mental and physical challenges. I don't think so,1,0.6012,0,0.7938,1,0.6012,0,0.7938,0,1.0
"Your view is distorted by your politics, and by trying to get a job at McDonalds....",0,0.6102,1,0.7984,1,0.6015,0,0.6102,1,0.6084
RobL44- Please try again. this comment is gibberish.,0,0.7991,1,1.0,1,1.0,0,1.0,0,1.0
"My expectations of you were very low, Skyline, and you met them.",1,1.0,1,1.0,1,0.7505,1,0.7525,1,0.7505
"Nonsense, and that is all that needs be said about that.",0,1.0,0,0.7995,1,0.7877,0,0.8146,0,0.7995
What an ignorant comment.,1,1.0,1,0.7552,1,1.0,1,1.0,0,1.0
Really? Importing an American shop worn narrative into Canada to explain how this person 'forgot' where she was born? Really? Grow a few gray cells for heaven's sake.,1,0.7566,1,0.7566,1,0.7566,0,0.7641,0,1.0
You missed the point of that statement entirely.,0,0.8033,0,0.6001,1,0.7854,0,0.8033,0,1.0
"Right, just watch him destroy our country, sunny ways.........",0,1.0,0,1.0,1,0.8037,0,0.7916,0,1.0
"Believe what you want, but you would be wrong.",0,0.6014,1,0.8026,1,0.8026,0,0.7945,0,1.0
What an incredibly weak response. You have proven Bruce's point. Thanks for posting.,0,0.7922,1,0.8117,1,0.792,0,0.7922,1,0.616
says who ?,0,0.7928,0,0.7928,1,0.6125,0,0.7928,0,1.0
You've accused a seasoned newspaper of ineptitude without offering any arguments. Seems like the only ineptitude here stems from your reasoning.,1,0.8468,1,0.8407,1,1.0,0,0.6579999999999999,0,0.8468
you reveal a great deal about yourself with that statement Boogey. You into the murder of journalists and arrest of the opposition? I already know the answer.,1,0.6058,0,0.6024,1,0.6058,0,0.8078,0,0.6166
Stop living in the '40s Matt. The rest of us have moved on from this a long time ago...,0,0.6561,0,0.6587,1,0.9628,0,0.8136,0,0.8503
What does it 'suck?',0,1.0,0,1.0,1,0.6026,0,1.0,0,0.7943
"you spoiled students have no idea what it's like to pay taxes, go back to your classrooms so you dont stay this stupid for life",1,0.8018,1,0.8435,1,0.6837,1,0.8877,0,1.0
The electorate are electing the party you dimwit,1,0.8031,1,0.8031,1,0.8098,1,0.8031,0,0.8031
Or if you read the truth (Party of One; Kill the Messengers) you may be able to pull your own head out of your echo-chamber-nether-end.,1,0.794,1,1.0,1,0.6055,1,0.794,0,0.6118
"there is no case for more funds for BOMB, case closed",0,1.0,0,0.6109,1,0.8078,0,1.0,0,1.0
"Just for asking ""canfan"" for a valid reference to the work s/he is citing, I get two thumbs down votes. Apparently some here think of themselves as mushroom farmers LOL...",1,0.8027,1,0.6097,1,0.6054,0,1.0,0,0.6048
Only to those lacking the intelligence to understand the technology.,0,0.7928,0,0.7928,1,0.6107,0,1.0,0,0.7928
You are a nutbar aren't you?,1,0.9292,0,0.8508,1,0.8861,0,0.8509,1,0.7369
"Yup everybody should be paid minimum wage including you, and be required to work 50 hours a week. When you get a little older and can't keep up, we'll replace you with a Temporary Foreign worker. More productive - lets do it.",0,0.6077,0,0.6077,1,0.7897,0,0.8101,1,1.0
Justin Trudeau entitled? Think again.,0,0.6172,0,0.6014,1,0.7893,0,0.7991,0,0.8181
Tom Bernis - didn’t take you long to become incomprehensible. Quit while you’re behind.,1,0.9213,1,0.9611,1,0.9645,0,0.7692,0,0.8465
"Jack, stop making a fool out of yourself. You only embarrass those who know you!",1,1.0,1,0.6032,1,0.6032,1,0.6131,0,0.8066
Almost not worth the time rebutting these people. It's a Fact-free zone that these conspiracy nuts live in.,1,0.8049,1,0.6195,1,0.6195,0,0.7951,0,1.0
"So many words, yet nothing of consequence said. Give it a rest. The editorial concerns the last PM.",0,0.6063,1,0.8069,1,1.0,0,0.8128,0,0.8069
"Don't you believe the entire Globe and Mail is a propaganda sheet, Gibson?",1,1.0,1,0.6046,1,0.6046,0,1.0,0,0.6024
"Whatever the reasons, they are still dumb. Don't want to show your face?don't become a citizen.",1,0.6545,1,0.8453,1,0.8453,1,0.6545,0,1.0
"Ron, stop clowning around. I get it, I would once look for any reason to pounce on Harper, but you doing this is really sad.",1,0.6225,1,0.6225,1,0.6225,1,0.8118,0,1.0
"Michele, You are not logical. Perhaps you need to consider what double-dipping means. Hire teachers based on best qualifications and not where their pension comes from. Your posts just make zero sense.",0,0.8069,1,0.6096,1,1.0,0,0.8069,0,1.0
Ah Lars. I've missed your rants and pipeline support. Visit a reserve and walk in those moccasins before you speak.,1,0.7883,1,0.8215,1,0.8059999999999999,0,0.7944,1,1.0
The CBC shows are fantastic-you are obviously not a listener.,0,0.7602,0,0.7602,1,0.75,0,1.0,0,0.7556
The argument ad hominem is a classic error. You have just committed it.,0,0.7853,0,0.6087,1,0.6059,0,1.0,0,1.0
How in the heck would anyone know at this time?? Lies,0,0.8007,0,0.8007,1,0.6047,0,0.6096,0,1.0
Hasn't proved squat.,0,0.7992,1,0.6035,1,0.6035,0,0.7992,0,1.0
Who cares.,0,1.0,0,0.7984,1,0.6154,0,1.0,0,1.0
"Happy with life, I understand you're a hypocrite, who alternates between posing as neutral, open and unbiased . . . and posting brainless insults at ""leftists"" and ""socialists."" I don't need 'a further schooling' on that, thanks.",1,1.0,1,0.8143,1,0.8143,1,0.8143,0,0.664
To busy working on his tan.,0,0.6009,0,0.6042,1,0.6089,0,0.8092,0,0.6009
You sound like an idiot,1,0.9629,1,0.7675,1,0.7279,1,1.0,0,1.0
'graciousness of Kadhr.'Had to suppress an automatic gag reflex similar to the one gets upon smelling rotting garbage. In this case it was written....,1,0.8065,1,0.6066,1,0.6021,0,0.8075,0,0.8075
"That is textbook Grade 10 Marxism, and silly.",0,0.6627,1,0.6829999999999999,1,0.6829999999999999,0,0.8291,0,0.8285
"Webbie, you are the problem now go away",0,0.6809999999999999,0,0.6395,1,0.8829,0,0.7633,0,1.0
"Worst PM ever, worst government ever. Zero respect. A nation embarrassed. Pathetic.",0,0.6016,0,0.6016,1,0.6049,0,0.6016,0,0.8096
I'd suspect you wouldn't know where in India a posting would be an agreeable one.,0,1.0,1,0.8117,1,0.6037,0,0.7922,0,1.0
"Saunders didn't say Mair was representative, either, Layla. He said he was one of the more zealous followers of the Brexit movement. Are you so hard up for outrage that you have to make up stuff?",1,0.6262,1,0.6065,1,0.6262,0,0.7929,0,0.7929
Old fart commie-pinkos.,1,1.0,1,1.0,1,0.7469,1,1.0,0,1.0
Knew it had to be them Jews! No way the religion of Peace could be responsible! Damned tricky Jews... convincing poor Muslims to blow themselves up...,1,0.9198,1,0.8774,1,0.8028,1,0.8848,1,0.9217
"Dickie, Dickie, Dickie. Get your little brain looked at.",0,0.8097,0,0.6103,1,0.6012,0,1.0,1,0.6012
or a seriously deluded person.,1,0.8533,1,0.7162,1,0.7125,1,0.7055,0,0.7232
Wrong again Go!,0,0.7839,0,0.7839,1,0.6138,0,1.0,0,1.0
Your nauseating overstatement confirms your moronic zealotry.,1,0.8220000000000001,1,0.6165,1,0.7945,1,1.0,0,1.0
Who cares?,0,0.96,0,0.9258,1,0.9624,0,0.96,0,1.0
Iran has not vowed to nuke Israel. You're full of brown and smelly.,1,0.8065,1,0.8001,1,0.6066,0,0.6075,0,1.0
"If there were incontrovertible evidence, we would not have this discussion. Period.",0,1.0,0,0.6155,1,0.7985,0,0.8109999999999999,0,1.0
You are wildly off-base. The author has far more insight and intellect to contribute than you can even grasp. Don't revel in your ignorance.,1,0.6061,1,0.7854,1,0.7854,0,0.6027,0,0.78
An opinion columnist without their own opinion - how ironic.,0,1.0,0,0.6716,1,0.6743,0,0.6689,0,0.6716
"It looks like the K brand poverty pimps just write other columns occasionally here at the Globe ... giving us a 'balanced' perspective. Wonder if they are paid for their columns, and where that money goes?",1,0.7986,1,0.7986,1,0.6051,1,0.6011,1,0.7986
"Perhaps she gets away with it because her view is correct? In m opinion it is, so chew on that for a while. And while you are at it stop inflicting your own 'twisted and warped opinion of morality' on us.",0,0.6084,1,0.606,1,0.606,0,0.8029999999999999,0,1.0
Blasphemy!,0,0.7964,0,1.0,1,0.8025,0,1.0,0,1.0
"You have no evidence that he is a ""brilliant businessman"", other than his own statements. You don't know how much he makes or what he owns. In other words, you have bought his flummery lock, stock, and barrel. That pretty much makes YOU a dupe.",1,1.0,1,1.0,1,0.6091,1,0.8037,0,1.0
"No, you should never try to figure it out, it requires grade 10 reading comprehension and basic understanding of history and civics. Not possible for you, especially to do while playing video games and chatting on Facebag.",1,1.0,1,1.0,1,1.0,0,0.6143,1,0.6095
Anyone who begins with 'elitists in the media' doesn't deserve the time of day. Throwing mud is all you know.,1,0.6143,1,0.7952,1,0.7952,0,0.7952,0,1.0
Hahahaha! Funny post. I hate funny posts. Well-deserving of -20 votes. Posters here hate posters being funny.,0,1.0,0,0.8167,1,0.7922,0,1.0,1,0.6088
Y'all be stoopid as fuck. ,1,0.9599,1,0.8,1,0.8372,1,1.0,0,0.9615
djw: How can you even pretend that? The warming has slowed since 2001 but the warming continues. It continues in the lower limits of the 'expected range'.Perhaps you should enlighten us all with your place of information because it is wrong.,0,0.6146,1,0.7827,1,0.6027,0,0.8089,0,0.7957
Thousands upon thousands of men and women out of work and she wants those unemployed to vote for her ????? What kind of job does she have for them???,0,0.9458,0,0.9458,1,0.6591,0,0.9458,0,0.9458
No one shes a jew they get first class treatment even when they suck,1,0.9591,1,0.922,1,0.8878,1,0.9183,1,0.7022
This is just inflammatory nonsense,1,0.8031,0,0.6042,1,0.7941,0,1.0,0,1.0
Stay angry twerp...........it makes you not reproduce.,1,0.9613,0,0.7678,0,0.7244,1,0.8829,0,0.6377
Yech!!!!!!!If there was a better daily paper I would buy it.You are yellow bellied!,1,1.0,0,0.8023,0,0.8023,1,0.8106,0,1.0
"Silver, the stupid people are the ones who fell for Harper's propaganda. Obviously Trudeau is not stupid. But you, and the other truly stupid people will believe whatever Steve tells you to believe.",1,0.6005,0,0.7934,0,1.0,1,0.6005,0,0.81
I don't care if he is successful or not in rehab. I just want him gone. I am long past feeling compassion for that waste of skin.,0,0.7492,0,0.7492,0,1.0,1,0.7625,0,1.0
"Prycho-artists are suffering from Hyper Greed Syndrome. They should be subjected to Greed management therapy, which includes generous use of sticks.",0,0.6172,0,0.7912,0,0.8023,1,0.7893,0,0.7893
"No the Middle East is worst. US allies put gays to death, Russia has a law against literature.",0,0.7917,0,1.0,0,1.0,1,0.6063,0,1.0
Working for you probably blows anyways.,1,0.6128,0,0.7899,0,0.7919,1,0.6128,0,1.0
"No, you obstructionist jerks, we do not have to decide that.",1,0.8121,0,0.7942,0,0.7974,1,0.6171,0,1.0
if you can get around my dog.....I'll just shoot you,1,0.6001,0,0.7945,0,0.7945,1,0.6001,0,1.0
And that fcker McGuinty committed us to 80 cent per kilowatt hour solar!!! What an absolute POS.,1,0.7123,0,0.9199,0,1.0,1,0.8785,0,1.0
"And Kathleen Wynne kicks the Ontario taxpayer in the teeth day after day with her wasted BILLIONS. Sorry, I forgot, wasted billions is okay with the sheeple crowd. Afterall, what possible good causes could use that money? Hypocrites!!!",1,0.606,0,1.0,0,1.0,1,0.606,0,1.0
There's a slew of Americans trolling the English-speaking Internet to see where they can get in a few shots against planned parenthood. I believe you are one of them.,1,0.6159,0,0.6112,0,0.7939,1,0.6159,0,1.0
"Harper is the Chinese , French and US oil B%^&*",0,0.7897,0,0.7897,0,0.7929,1,0.6072,0,1.0
not going to read the hate spiel from this lunatic but I bet there is some stuff about sexism as well... oh and the racism thing as well.,1,0.7975,0,0.7949,0,0.7949,1,0.6044,0,1.0
Trump is an idiot.,0,0.61,0,0.8044,0,0.8044,1,0.7999,0,0.8044
All cats are stupid and mean,0,0.7554,0,0.9618,0,0.836,1,0.6791,0,0.9592
You have put your hand on it Puddy we are dealing with a bunch of spoiled brats who are experts at draggins on agovernment tit,0,0.7931,0,1.0,0,0.8056,1,0.6049,0,0.8056
More like an empty Congress full of cowardly obstructionist tea party losers.,1,0.6003,0,0.6054,0,0.7943,1,1.0,0,1.0
yeah those darn christians.,1,1.0,0,0.7598,0,1.0,1,1.0,0,1.0
"'How a preening, bellicose racist was allowed to trump American values'Shouldn't this read...'How a preening, bellicose racist has continued to reflect the values or lack thereof, of many Americans?'",1,0.8032,1,1.0,0,1.0,1,0.8032,1,0.6038
"Brexit was won by the people who were told so often by Britain's elite educators, politicians and media. to shut the f() k up and to keep their stupid opinions to themselves because they are just a bunch of GD racists and idiots.",1,0.6026,0,0.6095,0,1.0,1,0.8119,0,1.0
Disgusting hypocritical filth.,1,1.0,0,0.6592,0,0.6592,1,1.0,0,1.0
Political Scientist1 3 hours agoThe paid hasbara trolls and the sycophant G&M Censors on this thread have been really busy overnight!! ______i see more paid naive leftists in the west trollsG and M censors are moderators,1,0.7965,0,0.7997,0,0.7997,1,0.6073,0,1.0
"Three of the men were Chinese Americans? What might that mean to the ""Author"" of this garbage?",0,0.6234,1,0.8225,0,1.0,1,0.7932,0,1.0
The Poles ............. and Dutch still remember the last idiot who talked like Trump.,1,1.0,0,0.8008,0,1.0,1,1.0,0,0.7962
thats it. I'm done reading this stupid rag. Signing off FOREVERBYE,1,0.6555,0,1.0,1,0.6627,1,0.6673,0,1.0
Trudeau got in an unblocked jab to fatty.,0,0.8142,0,1.0,0,1.0,1,0.6168,0,0.7985
Did you bother to even sober up before typing this johnny - I expect you are one of those drunk in your apartment lying in your own vomit (ok I added that but likely true).,1,0.8104,1,0.606,0,0.6089,1,1.0,0,0.7851
"You have to admit, waiting to see just what kind of idiotic crap the duh-niers come up with is pretty entertaining.",1,0.6008,0,0.601,0,0.601,1,0.6008,0,0.8123
"hey KAM , the article is a propaganda piece shilling for hillary,, if you cant see it, your ignorant of reality,,",1,0.7965,1,0.7784,0,0.6178,1,0.7992,0,1.0
