comment,antagonize,condescending,dismissive,hostile
"I'm sure if Harper resigned, you'd call him cowardly. And if he remains, you'll claim that it's proof of his intransigence, pig-headedness and dictatorial nature.",1,0,0,1
'Get over yourselves'? Are you serious? You realize that we are talking about a racialized group that is being systemically oppressed and murdered by police? I wonder if you would say that if you were the mother of a black teen-aged boy?,1,1,1,1
"Hear, hear. The armchair spies are out in full force today. Doesn't matter what you think. This man has done more of significance for his country than either of you losers ever will.",1,0,0,1
"Putin, the preening sissy, makes Richard Simmons look butch.",1,0,0,1
"Given that only idiots and partisans repeat rumours, one could surmise that those given to speculate on such matters are lower than the worst one could think of Mike Duffy.",1,1,0,1
What a bunch of horsecrap .,0,0,0,1
I'm not an atheist.....I'm an anti theist. Down with all brain washing cults.,1,0,0,1
I'm not sure whether you are one of the affected civil servants who understandably are not happy with this announcement or not. I do know that you have written one of the most annoying posts ever to appear on this sight. Get a life!,1,1,0,1
"and we are to ignore the mental and physical abuse within the Christian Evangelical movement, the worst offenders being the Baptist and Pentecostals?",0,0,0,1
That religion crap is sure 'far out man'....people believe this putrid drivel? To the insane asylum you crazy bible thumping crackers.,1,1,0,1
Ford is a child. A real man would have resigned in disgrace.,0,1,0,1
Ya but in Ontario the LIberals only rip off the tax payer. The Kadhar family rips off the country.,1,0,0,1
"'Wente clearly says ' Men are idiots'No, she did not. Read the whole article....",1,0,0,1
to Jim Young Burlington - maybe it's because she's a liar.,1,0,0,1
Uncle Truth B. Known uncle fool is a batcrazy nut. He partitions bats and dines with partitioners. You need a neurosurgeon. Couillard could be the one!,1,0,0,1
"...sure is a good thing CONs are spending our money monitoring these comments. the equallymonitored backbenchers are probably keeping tabs on here, too.",1,0,0,1
@ StompinYet you are tone deaf when it comes to the countless Harper scandals over the years. You are a true Conservative supporter. Your team all the way even if it makes you a hypocrite.,1,1,0,1
'Harper went way over the top with the fear-mongering.'Creating and escalating fear is the definition of terrorism. Harper is consequently the most dangerous terrorist in Canada.,0,0,0,1
"That's right. Police have a licence to fabricate, and get away it. Just go to a police station and try to report a police officer or child protection worker. Policing is a dirty dirty corrupt business. www.OttawaMensCentre.com",1,0,0,1
A real PM. Thanks for the service to your country. Our current PM is an American want to be. Steven Harper is a Dominionist Evangelical warlord. The incrementalism idiot who hides behind 'economic freedom' as the Trojan horse of the oligarchy.,1,0,0,1
"so, as long as these terrorist thugs are burning Egyptians alive we should just sit back and contemplate our navels... like we did in the 30's with Hitler and Mussolini... you are the loser my friend and the terrorists are counting on people like you",1,0,0,1
Know what? This is a pretty lame idea for an article. You'd expect more from a university prof.,1,1,0,1
who is this idiot! another great reason I cancelled my subscription to this once great paper,1,0,0,1
maybe they should get in the closet with harper,0,0,0,0
Is that fair to megalomaniacs?,0,0,0,0
"Madiba's values? Communist violence, incompetence, and corruption? Ma'am we already have a Liberal party.",0,0,0,0
"Harper wishes to build more modern, humane hell-holes?",0,0,0,0
'Mr. Harper is not bringing back capital punishment. He?s doing worse. Condemning human beings to die in their cells like forgotten animals without the slightest trace of hope is a punishment more cruel than injecting them with lethal poison.'So?,0,0,0,0
"And if Harper is the smartest guy in the room, we must be talking about the Conservative caucus meeting room where the trained seals come to get their orders from PMO.",0,0,0,0
"How do i claim a free house, income, and sit on my bum?",0,0,0,0
In Jeff's world somehow cutting consumption taxes 'dampens spending'? What colour is the sky in your world?,0,1,0,0
"Yes, high prices make theft understandable.",0,0,0,0
". Meanwhile, over at the Justin Trudeau BBQ, 'the cars just keep rolling in .....' .",0,0,0,0
"Research-driven sex education written and ""researched"" by Ben Levin (convicted sex offender).",0,0,0,0
How quaint. A 'progressive conservative'. I thought they were fossilized by now.,0,1,0,0
My reply to John Broadbent was deleted by the censors. Might be because I mentioned money.,0,0,0,0
Typical Harper bullying....Seems to work fer domestic relations......Let's give 'er a go fer foreign relations......If it don't work we can run and hide......like at home. Get right on that John....why do you think I keep you around!,0,1,0,0
'he has become unhinged'...unhinged from what?...the blatant lies?,0,0,0,0
"Sure, let's have used car dealers like Dean Del mastro deciding everything. Let's have Rob Ford, so policy can be decided by whoever phoned him last.",0,0,0,0
"Yes, I'd like to hear an elaboration as well. A party receives 30% of the popular vote and ends up with 30% of the seats. How is that rigged? Pizza parliament? What's that?",0,0,0,0
Remember the author is a Professor that lives in la-la land.,0,0,0,0
"Yeah, just like Canada's hate speech laws don't prevent you from having an opinion. I'm sure you have no problem with Canada's hate speech laws, right?",0,0,0,0
And he walks on water...,0,0,0,0
Alcohol kills far more people in Canada than guns. Let's ban all alcohol and guns and therefore that will eliminate suicides caused by these things. Simple solutions are the best. (But for the fact that they don't actually work.),0,0,0,0
The Leap Manifesto brings to mind Mao's Great Leap Forward. An estimated 75 million lives were lost because of that well-meaning initiative.,0,0,0,0
I heard that there is this new thing called Google......,0,0,0,0
Kind of like the New York Rangers. All huff and puff.,0,0,0,0
How about being a cheerleader for a solvent Canada?,0,0,0,0
"@Catherine,So corporation don't work in the free market, but government does? Got it.",0,0,0,0
It was an open bar on Justin's inauguration day. It is easy to have good taste on other peoples money.,0,0,0,0
This present edition of the parliament must be the low point in our political history. It is nothing but a gong show with the worst possible ruling party and official opposition. There is some solace though. It can't get any worse.,0,0,0,0
like baird stepping into a coffee shop in east Jerusalem semantics or establishing falsehoods as facts on the ground semantics?,0,0,0,0
World toilet day ?!? People clearly have too much time on their hands.,0,0,0,0
"Sooo, Monsanto is now a selfless angel of mercy? I have this pyramid . . .",0,0,0,0
Gotta wonder what the heck were they smoking down there at Front Street to arrive at such a nonsensical argument. Wingnuttedness is evidently not in the exclusive purview of Mr. Harper and his crewReaders deserve better.,0,1,0,0
"90% of people imprisoned for hate crimes come from public schools. Yep, sounds like there is no problem with the schooling system there hey!",0,0,0,0
"I am a lifelong Conservative voter, but am fed up with these misleading ads. He didn't say budgets will balance themselves... the quote is taken so far out of context, that I really don't believe anything they are saying in this campaign.",0,0,0,0
PM Zoolander offers hope and inspiration for all young aspiring dictators around the world,0,1,0,0
The dream of advanced nuclear to extract the remaining energy from spent fuel has been a decade away for four decades. Keep dreaming.,0,1,0,0
"But our education establishment graduates ""critical thinkers"" by the gazillion .-)",0,0,0,0
"The fact that NO media in Canada dares to support New Democrats editorially for fear of business retribution couldn't have anything to do with it, of course.",0,0,0,0
There should have been a trigger warning on this article. I don't feel the globe is a safe space for me and therefore should be shut down.,0,0,0,0
Trudeau didn't hand pick: WrightDuffyWallinBrazeauOdaBruce CarsonPenashueAnd those are just the cheats. I don't have enough space for the incompetents.,0,0,0,0
"And don't forget to visit the gift shop for your asbestos bust of Dear Leader Harper and a glimpse at the $127 billion deficit! All Hail Harper's Mother, Canada!",0,0,0,0
"Posters here have been challenging Atwood to lower her 'carbon footprint' by giving up travelling by auto, plane, etc. You are barking up the wrong tree, she never used them, she gets around via broom.",0,0,0,0
...and this is a paid announcement by the Liberal party of Canada. Is this journalism? Wow.,0,0,0,0
I hear that Fox is starting a reality show that's a spin-off of 'Celebrity Boxing'. It features celebrities sparring with disgraced politicians. Doug will fight Danny Bonaduce and Rob will fight Tanya Harding.,0,0,0,0
"Ah yes. The poor, neglected, downtrodden civil servant. Please pass me a tissue ... I feel a tear of sympathy welling in my eye.",0,0,0,0
Feel free to add it to your bag of concern troll talking points.,1,0,0,0
Excuse me while I pat my own back... and not mention the election results... and it wasn/t my fault... Party decisions you know...,0,0,0,0
'President Dwight Eisenhower arrived at Union Station on a visit during the Second World War.'Huh? What was Eisenhower president of during WWII? The Elks club?,0,0,0,0
sounds good. let's disband the military and simply keep paying everyone's salary... that'd be the intreasts of the soldiers first,0,0,0,0
One commentator on the CBC last night said Harper needs a terrorist attack to improve his numbers. Blue sweaters and kittens just aren't enough to save him anymore.,0,0,0,0
"Health care in the private sector. Have you had to wait for anything which is produced by the private sector? Have you been able to afford it? Why not for health care? Oh the US. Special, very special. Who else has a Trump/Hillary?",0,0,0,0
"similarly, the alarmists have to stop talking about lowering the earth's temperature , like a thermometer. Comical. What's next ? Change wind direction ?",0,0,0,0
"Do I disbelieve everything this guy is saying? Hey, is the Pope Catholic?",0,0,0,0
"Electoral fraud conviction, robo calling, lying in parliament about witnessing voter fraud. Gotta love conservative politics.",0,0,0,0
I suspect nothing would empty out a bar in Manhattan quite as fast as this Canadian lady smugly telling her fellow patrons that Canada is the hero they really need. Jeesh...,0,0,0,0
Piltdown Man caused global warming!,0,0,0,0
"Keep up the censorship G&M, apparently only the Left is allowed to comment!",0,0,0,0
German engineering my Das.,0,0,0,0
"canadians please standby attack ads will be in full force during tonights hockey games, do not despair action plan ads will also be broadcast.",0,0,0,0
"Yes, climate change is why I'm voting for Justin Trudeau - so I can light up a joint and forget about all my problems! As long as I get my welfare cheque from Alberta oil what do I care about my country being run by a drama teacher?",0,0,0,0
So fast knee-jerk reactions is how to drive safe?,0,0,0,0
Hmm. I think that Websters uses Donald Trump as a definition of 'liar'.,0,0,0,0
And over 5 million blacks couldn't vote for Hillary's continuation of Obama policy because she's white.,0,0,0,0
"Gadzooks, an Apollo moon landing indeed. Who would have thought it would be so difficult to put some beer in grocery stores, or for that matter, sell more beer at the LCBO?? Entertaining editorial (and rings so true).",0,0,0,0
Blaming the victim? Nice.,0,0,0,0
"Nice going, D_Peters ..... you just leaked Harper's next campaign ""promise"".",0,0,0,0
"'I turned out fine.' Ahh, yes, another objective view...",0,0,0,0
Right on. I'm sure the wise and future leaders of age will rely on the Pokies rather than a few thousand scientists who spend lifetimes measuring changes in our atmosphere and oceans.,0,0,0,0
And we can send him to the moon to preside over the universe. I think this might just work.,0,0,0,0
"No sports, no clubs, no volunteering. Sounds great.",0,0,0,0
Almost as funny as Harper being in bed now with Obama. Gotta love it!,0,0,0,0
"I want to hand Konrad a pitchfork, stick him outside a hardware store in Barry's Bay beside a life size cardboard cutout of Stephen Harper and take a picture... Conservative Gothic!",0,0,0,0
I'm grateful to BLM. They just made it easier to explain the meaning of 'counterproductive.',0,0,0,0
Or the report comment button like you do,0,0,0,0
So 'Jesus-y'.,0,0,0,0
"Mandatory carriage is not good, but CBC mandatory suction pipe to my wallet is even worse.",0,0,0,0
"Poor Hamas will have to stop shooting rockets into Israel, and also stop all other acts of terrorism against Israel",0,0,0,0
Are you sure that was a kitten and not Renata?,0,0,0,0
"Yeah, sure. Would that be before or after the state starts tattooing barcodes on the backs of our necks?",0,0,0,0
"Your comments are awaiting Moderation. If okely dokely in our version of okely dokely, then you may see the light of day. Or Not.",0,0,0,0
"We have it already.....in the public service!!!! Just joking, I think.",0,0,0,0
"Lots of backslapping and premature congratulations by political hacks and mainstream media shills, doing the 'circle jerk', with how well things supposedly went.",1,0,0,0
There's nothing wrong with birds of a feather flocking together unless you're white - this is a big no-no. Complaints about lack of diversity etc will be cried out at the drop of a hat.,0,0,0,0
"Oh no, theyre too 'progressive' around here for that. More likely they'll just chalk it up to 'Islamaphobia'. Facts be darned",0,0,0,0
"If it's going to zero, let's burn it all! Cheap electricity, love it.",0,0,0,0
maybe the police should have given him a cupcake?,0,0,0,0
"Before I read the column I thought: I know what Wente is going to argue, but how is she going to say it? How can you make the argument? Then I read the column, and all I can say is that this lady is a very skilled writer, an expert rhetorician.",0,0,0,0
The article should start with the warning: 'This is a Paid Advertisement',0,0,0,0
Thanks Comrade. Paranoia strikes deep.,0,0,0,0
Dreaming again are we.,0,0,0,0
"Yes. All those over 60 should be denied the right to vote, anywhere, for anything. However, they should still be required to pay taxes.",0,0,0,0
classic. bring the plight of desperate refugees into the discussion of Alberta's economic failings..,0,0,0,0
the real terror in Canada is robo-con harper and his cons.,0,0,0,0
Oh That Madge... anything for a headline./..,0,0,0,0
Thanks for the little dose if common sense,0,0,0,0
Dear Mr. MartinThe 'Kid' is a 41 year old man. He looks visually younger because he takes care of himself and has a youthful attitude. People referencing him as such must be elderly...,0,0,0,0
"Its odd that nobody has yet to comment on the use of male sexuality in the world of entertainment Male teen pop stars are as much about their look as their music. So too actors. Hunks, beefcake, blah, blah blah... I hear it all the time.",0,0,0,0
So an unelected and unaccountable judge used his power whatever way he chose to exonerate an unelected and unaccountable senator. What a surprise!,0,0,0,0
Ignorance - yes. How else could an articling law student become premier of New Brunswick? How could a drama teacher become Prime Minister?,0,0,0,0
"Great, maybe the Twin Towers will be back on the front page?!",0,0,0,0
"A little levity at Xmas with animals getting into heaven , my father did not think that Protestants could get into heaven must be a strange place , wonder what time cocktails are served????",0,0,0,0
Bwahahahahaha. next they'll want to be paid in US$,0,1,0,0
I think you have to include a 'winkee face' for some people to get sarcasm. But I'm not a 13 year old girl so I never include it either.,0,0,0,0
But Steve is writing a 'hockey history' book. Doesn't that count? :-),0,0,0,0
"Would love to hear someone say they are sorry for all the Iraqi and Afghani families that have been butchered. Oh, I forgot ... U.S. lives are worth more.",0,0,0,0
Xenophobia is a good thing. No people can survive without it.,0,0,0,0
More refugees per capita than... who?!? Anyone? Don't swallow the kool-aid!,0,0,0,0
"Banning the niqab at citizenship ceremonies sends a powerful message to new citizens: Welcome to Canada, where you are free to wear whatever you like, as long as it is approved by Stephen Harper and the Conservative Party.",0,0,0,0
"Ah yes John_S! It is wrong to have an opinion,,, unless of course it conforms to my opinion. Somehow reminds me of,,,,,",0,1,0,0
Yeah... a new PM every ten months... something tomstrive for!,0,0,0,0
Can't wait for the Editors satire on supporting Harper again in 2015. That is the sickest joke played on Canadians in 9 years.,0,0,0,0
I apologize for my skin colour.... I inherited it from my parents and they from their respective parents.....I found this article to be disturbing and I'm still perplexed at the central message in it.,0,0,0,0
Your wife must really love you.,0,0,0,0
Im willing to bet that they're over ecological footprint is smaller than the average person.,0,0,0,0
Kim Kardashian for President!,0,0,0,0
The Telegraph. How surprising.,0,0,0,0
"But you have to really feel sorry for those poor school teachers and municipal employees, eh?",0,0,0,0
you and mh must be smoking buddies,0,1,0,0
~the 70's are over~Better still: the '70s are over.,0,1,0,0
"perhaps the next near election video of Ms Wynne will be of her running again , a little faster this time... but with lights and sirens just barely visible and audible at first but becoming louder and getting closer in the background",0,0,0,0
Everyone knows that the rich are hurting and need our financial assistance. ,0,0,0,0
What a surprise! Toronto has 'a problem.',0,0,0,0
"And for some in here, Praise Trump almighty from whom all blessings flow. In the name of the hot wife, daughter and unholy candidate.",0,0,0,0
"Right on, D_Peters. Sounds like fun. What a work ethic, eh?",0,0,0,0
"You should write another comment, wilnel - there are a few right-wing buzzwords you didn't use yet. Not many, but some.",0,0,0,0
"Hey Barb, go smoke a cigarette with Bev Oda...",1,0,0,0
LOL....when was India's history so illustrious?,0,1,0,0
Persistent? Any ConTrolls need a dictionary? Hitler was persistent as is Isis.,0,1,0,0
"@rory - you might not like its name, but that's its name. Is the White House really a 'house'? Stop calling it one! I suggest the 'The White Building'. I also don't really like 'Parliament Hill' - how about 'Parliament Bluff'?",0,0,0,0
Oops....seems Morneau and Trudeau forgot the health care file when they opened the spending spigots! Oh well Sunny ways!,0,0,0,0
And Harper believes he should be re-elected to continue this nasty cycle. Unbelievable.,0,0,0,0
Welcome to HarperLand where 'core' values override the majority's. We have to get rid of this mob.,0,0,0,0
"Yes, no regional tensions existed under Liberal regimes . Those referendum things were imaginary.",0,0,0,0
"[Asian demand for fossil fuel is just getting started.] Really? Speaking of fossils....Hey, how's that Energy East Pipeline coming along there? Find any investors yet?",0,1,0,0
"No joannie, they did not vote any taxes down. Taxes will come, they just declined to say which ones would be best for Toronto. Now the 905 mayors will decide for us.Good job, there!",0,0,0,0
And you will all be humming a different tune when ISIS comes home to Canada to roost!,0,0,0,0
"Oh well, Chicago will get it's community organizer back in November. Once he gets the bathroom policy fixed there, I'm sure he'll resolve all their other problems....NOT!",0,0,0,0
"So, there has been no inequity through history. Or just when did we reach the Golden Mean of hiring equity ?",0,0,0,0
"What you are implicitly saying is that women are not good enough. The way things are currently done in Ottawa, good people, male and female, leave, pulling their hair out. Maybe women could do a better job.",0,0,0,0
"If they want to be known as an opposite to what they look like, maybe they should wear a sign, rather then having the rest of the world guess.",0,0,0,0
"'the stern voice of the daughter of God,' John Baird?",0,0,0,0
"Hey, don't be pointing out awkward facts like that HP,and this is actually a inter-glacial period. In between ice ages there are no ice caps I believe",0,0,0,0
so with sex ed there will be no more teenage pregnancies ?,0,0,0,0
"And where is Boss Wynne during all of this? Oh yeah, cutting ribbons at grocery stores who can now sell beer, her biggest priority and accomplishment.",0,0,0,0
"The Liberals are the masters of making the goal posts so wide that every punt scores, the opposite of principled foreign policy.",0,0,0,0
"'Christians in there own country', what country would that be. Canada has a large number of Christians but we are not a 'Christian' or any other religion, country.",0,0,0,0
And if someone experiences publicly exposing of their face as nudity?,0,0,0,0
So once Harper is booted from office in 2015 no one from his office is entitled to voice an opinion? Got it!,0,0,0,0
you dont get it: there is no winner in a major war (now) - only losers. Unless you suppose life in a sealed cave is 'winning'.,0,0,0,0
Let's start with coat-hanger manufacturers.,0,0,0,0
"...and they can always print more of it, or generate it out of the blue electronic yonder....",0,0,0,0
"Try standing at Harbord and St. George at 8AM on a weekday. If only a quarter of the cyclists that go by in 30 mins are women, I will eat a bicycle.",0,0,0,0
"'The jury is out on the effect of the Conservative assault on Justine Trudeau, but the technique has been a winner in the past.'Hmmmmmmmm",0,0,0,0
Remedial English would be suggested after reading that post...:-) yikes!!!,0,0,0,0
pigs will fly before that happens.,0,0,0,0
"let them all use Negative ads let them use teeth, fangs, nails, claws level playing field it is politics for heaven's sake",0,0,0,0
"As with Margret Thatcher, the time has come for Our Leader to be sent on the way to a sinecure in Calgary.",0,0,0,0
Sun News' lack of viewership is in sharp contrast to its big brother Fox News in the USA. That says a lot about the differences between Canadians and Americans. Vive la difference!,0,0,0,0
I didn't realize that Petie Muckay did the accounting.,0,0,0,0
"Right, because the elected party shouldn't be concerned with what is best for Canada when they can be feathering their own nest? I agree that is often the political reality, but your statement condones that behaviour.",0,0,0,0
I'm going to start a Wikileaks drinking game. Bet I'm drunk by 2 pm.,0,0,0,0
With an utterly incompetent Tory government and a Foreign Secretary like Johnson what could possibly go wrong?,0,0,0,0
The greenhouse gas party serves up laughing gas.,0,0,0,0
I don't know. He does a pretty good imitation of Berlusconi. Maybe he could govern Italy.,0,0,0,0
"When it comes to international diplomacy, the Harper gang commits one blunder after another. Stephen Harper is clearly in way over his head.",0,0,0,0
So true! They are also quite good at looking after themselves at the expense to hard working and overly taxed Canadians.,0,0,0,0
Call for Gaius Cassius. Nuremburg on line 1.,0,0,0,0
"But wait, what do doctors know? My Facebook friends say that marijuana is good for everybody, so doctors should stay out of the way. Even Dr. Jenny McCarthy and Oprah agree.",0,0,0,0
You do not question the Dear Leader! Our Lord and Saviour's word is Gospel and must be treated as such! Trudeau is ENTITLED by birthright to run Canada as he sees fit!,0,0,0,0
Go Justim Trudak!,0,0,0,0
Too much Wild and not enough Rose.,0,0,0,0
Conservatives and fiscal capability! Conservatives and ethics! Conservatives and morality! HahahaHahahaHahahaHahaha. BLLLLAAAGGH! (splatter)(oh. I laughed so hard I got sick),0,0,0,0
"Translation: Canadian Foreign Aid will be delivered by teaching Peruvians to rape their land for profit, which will be largely enjoyed by Canadian Mining Corporations. Steve also thinks there's a nice enslavable Native population there, too.",0,0,0,0
wow talk about divisive rhetoric. I thought that as members of the human race we're all in this together. Apparently not.,0,0,0,0
"Morty, Your comment is somewhat disingenuous, considering most people pay 50% of what they make in taxes. Sum of payroll, fuel, hst, and all the hidden taxes foisted upon Ontario by that mcguinty character. I guess you want to pay more though.",0,0,0,0
"The Superbowl is played on Sundays for a reason. God just loves NFL football even though he already knows who is going to win. I think it is the half-time show, which is less predictable.",0,0,0,0
"Yes, the nations of the world must be all wet on this one, Ed.",0,0,0,0
wow - is our prime minister overseas to berate the crypto democrat putin? or to study his methods? thank goodness for our supreme court. oh wait - they're trying to rejig that as well. what the heck is going on here?,0,0,0,0
"She's right, we'll need to get the old timers who saved all their lives to pay more so the profs can have excellent salaries and gold-plated pensions.",0,0,0,0
"Alceste....I'm confident you know quite well that I wasn't talking about their specific predictions for the outcome... was I wrong and you've suddenly become a "" literalist"" :-)",0,0,0,0
Where do you get this stuff? Does the CIA have its own wire service?,0,0,0,0
How did that overwhelming advantage work out in Vietnam?,0,0,0,0
"One World Government? Oh dear, you have been listening to those right-wing American radio talk show hosts a lot lately, eh? Watch out for those black UN helicopters!",0,1,0,0
Looks like the ON liberal budget is a copy of the CON feds budget. wow...,0,0,0,0
And all fish in St. Lawrence river and gulf will vote against separation to please ti-pite.,0,0,0,0
"Mrs Nemat, if you decide to move, Quebec would probably welcome you with open harms.",0,0,0,0
"Glad you find threats of assassination so amusing, SVR Boy.",0,0,0,0
"Yup, 4 yrs. for beheading and eating a young individual on a Greyhound bus. Oh, but you say it's all torque? Hmmmm... interesting.",0,0,0,0
"One can't expect these intellectuals to read George Monbiot, SO. :)",0,0,0,0
Drone strikes. Is that what you call policing Pakistan?,0,0,0,0
Give the finger to the society? Perhaps they choose the wrong society to live in.,0,0,0,0
"Please. Give us a dreadlocks and a blunt photo-op Steve-O. ?One love, one heart, one destiny.?",0,0,0,0
"yeah, it reminds me of the rock band 'the who' kept coming back for another 'farewell' concert. We all love Justine",0,0,0,0
"Don't worry, Vlad & the Donald are good buddies, just like Rodman and Kim Jung-un.",0,0,0,0
"Can't we just take thousands of Mali refugees instead? Everybody loves refugees, amIright?",0,0,0,0
Imagine the globe and mail and the toronto star masquerading as reputable messengers of the news.,0,0,0,0
"Just kick military out of their tents! How about doing thing by the book? Hey, Junior will get his selfies!",0,0,0,0
Quite right - don't you just adore how kerf deploys the word 'insite' to demonstrate his own?,0,0,0,0
"Big city living, oh joy.",0,0,0,0
"Can they think? Would rather have that than a spelling bee winner. Spell check works fine but if the brain is not intelligent, creative or analytical.......a good speller will not solve your business problems!",0,0,0,0
a man who sees a country with deep problems offering easy solutions and blaming others for them... why is this familer?,0,0,0,0
"R Hebner, Your main point seems to be that you feel Canadians are dumb. I'd peg you as a Liberal. Just a hunch.",0,0,0,0
Not so soft hypocrisy - the Globe editorialists barely mentioned the issue when the Conservatives signed the deal. Now they are using barrels of ink to persuade us how the Libs screwed up. Nice try.,0,0,0,0
Your wealth of knowledge in process/chemical engineering continues to amaze me.Ignorance is bliss I suppose,0,1,0,0
Basically you're saying you want her to un-Toronto herself?,0,0,0,0
"Excuse me, but it has already been established that the term 'Angry Baird' belongs to John Baird.",0,0,0,0
Isn't Justice suppose to be blind?? Looks like Lady Justice has a few peep holes in her blind fold.,0,0,0,0
hard core separatists who stay in Canada...?and what does 'arrogant to a distraction' actually mean? vraiment!!! You sound a little anti-francophone to me. Perhaps if Justin changed his last name to Waterhole you'd vote for him lol.,0,1,0,0
"Yes, CBC should cancel one of their most popular shows because YOU don't like it.",0,0,0,0
Perhaps this young man should have stayed in Syria. Where it is safe!!!!!,0,0,0,0
"I envision the change you speak of. Americans living in caves dragging women around by the hair. An AK 47 in every cave, with lots of ammo for' fuedin' with your neighbor. Killin in the name of God!",0,0,0,0
Well that makes me feel sooooooooooooo much better.,0,0,0,0
"Vote for the Liberals or even better, the NDP. They can print money with gusto and 'expand' the government's balance sheet. Worked so well for the Greeks.",0,0,0,0
Make way people. ‘Real’ experts from the comments section coming through below.,0,0,0,0
"Yeah, it's impossible to have platforms and policies if you dress well, right?",0,0,0,0
Oh please ! I'm sure that Wright regrets writing that idiot a cheque ! But the taxpayer isn't on the hook for it and it isn't even close to what Mac Harb has done. Now Lefties feel free to rain down your hate!,0,0,0,0
Do you have two left hands too.,0,0,0,0
"Nope, it's all Harper's and Flaherty's economic genius.",0,0,0,0
"Fawzi: 35 years of service by 53, huh? So you started at 18, with at best a high school diploma, yet managed to wind up in a position that paid about $110K a year. You'll understand my skepticism.",0,0,0,0
It's a Wynne Win - $9 billion to buy votes for her boyfriend.,0,0,0,0
Because of course you're all about the climate. Just like opponents of wind power are all about the birds.,0,1,0,0
"The same paper that has endorsed Harper twice is telling me that the TPP is less than hoped for and less than feared. Yay, everything is okay.",0,0,0,0
Wente as Con Bot. I like that :),0,0,0,0
You mean that's not Margaret Atwood wearing her CanLit crown gracing our tax dollars?,0,0,0,0
Way to stay on topic,0,0,0,0
Ohhh the G&M. Can you please link us to your editorials of allergic reaction to Harper when he cut sales tax to get elected? Taxes and politics? Never have they been mixed before!,0,0,0,0
can you summarize that in simple paragraphs of a billion words or less?,0,0,0,0
"Yep - their experience was three dimensional reality, much more sophisticated than flat panel TVs. Maybe that is what they want ...",0,0,0,0
"Let us shoot the messenger, hoping that people forget that message is true.",0,0,0,0
"There are more lead mines in Canada than in the U.S. Oh, I see a bit of humor. Doesn't stop you from your bi-monthly shopping trips across the border though, does it? Duck much lead during your trips?",0,0,0,0
"I'd vote for a dull coated, swaybacked ornery dray horse to get rid of Harper. At least I'd have a chance at getting my country back. In this case, better the devil you don't know...",0,0,0,0
As we constantly shift to a more socialist centrally planned society it is natural that we reap the benefits: everyone becomes poor.,0,0,0,0
Liberals always know best how to spend your money.,0,0,0,0
"Gee, what a surprise from the paper that endorsed Stephen Harper. Now I know I'm doing the right thing voting for Olivia.",0,0,0,0
"Richard231 your comment is smart and thoughtful indeed! Any other thoughts about say Polish-Canadians, German-Canadians, Jewish-Canadians or any other Canadians?",0,0,0,0
I would not have had to learn English - very convenient .-),0,0,0,0
And who would decide their merit? All those 'super teachers' who go into admin. or all those 'favourites' at the board office or ministry?,0,0,0,0
"...And the idea, Jack, that you might be an outlier just doesn't occur to you? On just about any other front, people of your generation will cheerfully say ""schools these days... don't teach you what _I_ learned....",0,0,0,0
It is unfortunately less easy in 2015 than it would have been in 2011 thanks to the Unfair Elections Act.,0,0,0,0
"Willy, Poor Harps forgot.",0,0,0,0
Did anyone consider that 'bullying' had nothing to do with their deaths? Ummm....seriously? So the meds made them dillusional? Nobody was really causing them incredible shame and embarassment by publishing photos of the on the internet? riiight.,0,0,0,0
"Andy, I reported your comment to the moderator -- rational arguments are not allowed on such emotional issues.",0,0,0,0
"Rocksteady, guess this means you're not a racist because you have black friends?",0,0,0,0
"Can we legislate exercise as well, how about common sense. Love the article by the way.",0,0,0,0
Ya I guess it's unlawful to not let foreigners vote in our elections or use medical care for free too. What a dumb article.,1,1,0,0
Darn. I read that joke and actually prayed to see someone named 'Mat' responding to you,0,0,0,0
"No kidding. A man doesn't feel affected personally, so who cares? LOL!",0,0,0,0
