comment,antagonize,antagonize:confidence,condescending,condescending:confidence,dismissive,dismissive:confidence,hostile,hostile:confidence,sarcastic,sarcastic:confidence
Religion - A con job of massive proportions.,1,1.0,1,0.6375,1,0.664,0,0.6846,0,1.0
You are a fool. Your examples are ridiculous and not realistic. Try reality sometime... you'll like it.,1,0.961,1,0.8366,1,0.6757,1,0.8767,0,0.7109
Ignorant comment. Where's the movement in Canada to withdraw from NATO? One of the greatest bit of freeloading on display.,1,0.5977,1,0.598,0,0.8043,1,0.5977,0,0.8043
no. your the one living in an alternative reality.,0,0.6027,1,0.5772,0,0.7947,0,0.7947,0,1.0
"@tempsperdue If I were you, I'd put down the thesaurus and pick up a dictionary. It would make understanding language so much easier.",0,0.6027,1,1.0,0,0.7947,0,0.7947,0,0.8079999999999999
Stephen Harper is a bully. plain and simple. When will Canadians that support his party wake up and realize this?,0,0.7922,1,0.6023,0,1.0,0,0.7922,0,1.0
'tea Party'--a scattered group of American patriots who believe in fair taxation and smaller Gov't.--what is it you people don't get.,0,0.6787,1,0.6689,0,1.0,0,0.83,0,0.6914
pretty jewish of you,1,0.9213,1,0.5909,1,0.563,1,0.6006,0,0.7296
"Okay Mambo, the Romans are guilty of genocide against the Celts in northern Britain. Where's my UN rep, I want to complain.",0,0.6024,1,0.5888,0,0.6034,0,0.8078,1,1.0
"Let me make it easy Ericka. Have you ever heard, or can you imagine, a Canadian psycho stalking in the fashion you do -- logging obsessively into a foreign paper just for purposes of telling the locals how much they suck?",1,0.5898,1,0.5898,0,0.6263,0,0.6,1,0.5898
You better check the frantic kooks at the manning conference and the polls shoopster. Your tea party wannabes are going to lose. The mainstream is rising from its media induced slumber.,1,0.7902,1,0.6049,0,0.6,0,0.6,0,1.0
John Ibbitosn will be so excited and happy that you used the nonsense term he coined'Laurentian elites'.,0,0.7859,1,0.6206,0,0.5842,0,1.0,0,0.7952
"OK George, you can pay mine, but of course your probably already living off the system, can't get blood out of a stone.",0,0.8166,1,0.5914,0,0.8166,0,0.6069,1,0.5821
Sir John's comment is about as empty as a container of Cuban cigars is it not? Unless of course there is a slippery under the table deal of appeasement.,0,1.0,1,0.6148,0,0.6035,0,1.0,0,0.5905
An actually insightful article on the Globe and Mail. What will they think of next?,0,1.0,1,0.6145,0,1.0,0,1.0,1,0.8137
"If you are cycling on the sidewalk, you believe that a car/ bicycle accident is the cyclist's fault? Are you crazy?",0,0.6237,1,0.5732,1,0.5732,0,0.8031,0,0.6237
"France is the world's 4th-largest exporter of arms, behind China and ahead of the UK. Why You might be more comfortable reading and commenting on the Sun.",1,0.5813,1,0.5813,0,0.8023,0,0.8239,0,0.8023
Prove it and present your evidence to any Crown office in the country and watch the fur fly. You can't prove it and you don't have any idea how the justice system works.,1,0.5925,1,0.616,0,0.5951,0,0.5951,0,1.0
What childish nonsense you spout.,1,0.7767,1,0.5814,1,0.5814,1,0.5907,0,0.5907
"No, that would be David Thompson. Surprised? If my dad left me $25 billion I doubt I'd have a clue about the general public either, those damn moochers.",0,0.5926,1,0.6044,1,0.6044,0,0.7844,0,0.5926
"It's' the economy, stupid. Fewer tourists means fewer dollars for Canadian economy",1,0.5931,1,0.7926,0,0.8006,1,1.0,0,0.8104
"quiet honey, the men are talking",0,0.6592,1,1.0,0,0.6592,0,0.8601,0,0.8095
"Why, of course. How could I have been so stupid! They simply take 2.5% away from all the teachers and then give it back. Thanks for clearing that up, Friggate! Now, back to summer vacation, you!",0,0.6068,1,0.8109,0,0.5987,0,0.8031,1,0.8031
"Dude, this is just a math problem lol. Literally 7800. Did it under 10 seconds. Do you not learn math in school anymore? Is this why the millennials are complaining life is so hard? Let me guess, math was racist so it got replaced with gender studies?",0,0.5155,1,0.9121,0,0.5976,0,0.6033,0,0.5511
"You are certainly showing your youth. Obviously, you know little of our history. A word of advice. Don't blindly follow anyone and hold all to account... even the ones you have a crush on.",0,0.6171,1,0.5649,0,1.0,0,1.0,0,0.8115
Money doesn't buy back ecosystems destroyed by oil spills. Do your homework. Over 80 spills have been recorded in association with Trans-Canada. Pipelines leak oil. $1 per barrel won't change that.,0,0.8706,1,0.8626,0,0.7251,0,0.8706,0,0.8706
"Truth hurts. Even liberal hacks know how hypocritical this is.You can afford your TWO nannies Justin, damn well pay for them yourself.",1,0.8073,1,1.0,1,0.7909,0,0.5838,0,0.6089
I'm sure if water levels rise 2mm per year there'll be guys like Mark who will find a way not being able to adapt and will drown.,0,0.8003,1,0.6231,0,1.0,0,0.8003,1,0.6136
"Your calculations are suspect, less talking, more sweeping!",0,0.6064,1,1.0,0,0.6008,0,0.8123,0,0.8123
"Where is death to Harper mentioned Lazy Beaver 1's chatter ? Death may only be in your ability to read and to reason. Not disgusting, just pathetic.",0,0.5932,1,0.792,1,0.5973,0,1.0,0,1.0
A wee bit over-sensitive Joe?,0,0.5854,1,0.6062,0,1.0,0,0.6016,0,0.7948
"You should try using punctuation. It makes you appear a bit smarter, even when you make a claim that no one can substantiate.",0,0.6959,1,0.7552,0,0.6927,0,0.7738,0,0.9213
How about answering the question asked rather than throwing up a smokescreen?,0,0.6581,1,0.6696,0,0.6751,1,0.5095,0,0.8352
You're job's safe. Folks will always want cheeseburgers and fries.,0,0.5931,1,0.5976,0,0.5931,0,0.5931,1,1.0
what bad weed are you on ?,1,0.5957,1,0.5957,1,1.0,1,0.7975,1,0.8
"Good for Ms. Wente!! Resurrecting the theory of social policy according to Genes!!'Eugenics,' of course, is what led mid 20th century doctors to sterilize inferiors...",0,0.6042,1,0.5783,0,0.7991,0,0.8051,1,0.5783
"The kid had a knife. The cop wet his pants and shot him to death. For this, we pay Toronto cops 100k a year. Now THAT'S value for money.",0,0.6145,1,0.5901,0,0.7926,1,0.5901,1,0.5901
"Ad hominem arguments are poor substitutes for facts, but that is what Mark does. What J4All does is soil himself publicly.",1,0.8077,1,0.6135,0,0.5989,1,0.6135,0,1.0
And you call the Wynne regime good government. Give your head a real good shake.!,0,0.8185,1,0.7749,0,0.635,0,0.8185,1,0.6028
"Margaret, it's not because you're a senior. It's because of your bigoted stance on transgender children.",1,0.7903,1,0.5723,1,0.7903,0,0.6174,0,1.0
Stay on topic and 86 the loser 'tar sands' rhetoric. The developemnt of the 'oil' sands is economically better for ALL Canadians.,0,0.606,1,0.6004,1,0.6004,0,0.606,0,0.606
"Work Farce, you've spent far too much time in the Republican echo chamber. Come out into the daylight and breathe the fresh air out here.",0,0.6064,1,0.6078,0,0.8007,1,0.6078,0,0.8007
So long as they take care to acknowledge the connections and pre-commitments of all their other commentators... or do you only want labels on the people you disagree with?,1,0.6135,1,0.6135,0,0.8068,0,1.0,0,1.0
"Very first sentence: 'A few days ago I was on the Golan Heights, gazing across into Syria.'=======No, airhead, if you were on the Golan Heights, you were already in Syria.",0,0.5978,1,0.5971,1,0.5971,0,0.5978,0,0.6151
He just didn't quite finish puberty yet.,1,0.7956,1,0.8119,0,0.8024,1,0.5769,0,0.6045
Your post assumes that 'Blacks' are only charged and convicted for fire-arm related offenses. You know nothing. #FACT,0,0.6109,1,0.5857,0,0.61,0,1.0,0,0.8033
work on your debating skills,1,0.5818,1,0.7879999999999999,1,0.5961,0,0.6255,0,1.0
"Gretz, please stick to running a failing hockey team.",0,0.6035,1,0.7921,1,0.6044,0,0.8076,0,0.6152
"As usual, George Victor 1 makes no sense at all. More grist for the Conservative mill? More inane blather from George Victor 1.",1,0.6166,1,0.6166,0,0.5916,0,1.0,0,0.6166
Wow Joe Dick. You are just not very smart. You do realize your entire posting history is available for all to see. Typical Harper Conservative - doesn't understand that lies will be uncovered.,1,1.0,1,0.8046,1,0.8046,0,0.5894,0,0.8046
"Margaret Wente, the 98 pound moronWhat does it take to write articles for the G&M? Two 'A's in Grade 6?",1,0.8463,1,0.721,0,0.5689,1,0.7235,1,0.7235
Oh yes let’s cut all social security pensions and healthcare payments and let people starve to death,1,0.5577,1,0.635,0,0.517,0,0.5258,1,1.0
Shame? Harper and his minions don't even understand the concept.,0,0.7852,1,0.6035,0,0.5818,0,1.0,0,0.7852
"Mel, why would we support the winner of a high school popularity contest? And BTW, you need to get better friends.",1,0.6,1,1.0,1,0.7969,0,0.7986,0,0.6062
Where pray tell are we bailing out banks in Canada? Repeating the same BS over and over doesn't make it so. There has been no Canadian bank bailout.,1,0.5904,1,0.5904,1,0.5904,0,0.7925,0,0.7925
"You've learned your lines well. All on the left is good, all on the right is bad. Todays ""thinking"" liberal.",0,0.5953,1,0.5799,0,0.8071,0,0.5953,0,0.6319
"After you finish with your tantrum and come back down to earth, the reality remains. Norway has something approaching $1trillion. Last time I checked, Alberta has a palty $17billion.",0,0.6219,1,0.5721,1,0.5721,0,0.6219,1,0.5721
"If wittle Wobbie doesn't like the nasty weporters, he could do the wight thing and wesign. Poo Wobbie Boo Boo.",1,0.5834,1,0.5834,1,0.5834,0,0.8109,1,0.5834
"SOmetimes, being a Liberal supporter means you never have to say you're sorry.",0,1.0,1,0.5975,0,1.0,0,1.0,0,0.8075
You still have choice Retiree. Your posts are getting tiring...,1,0.5820000000000001,1,0.7782,1,0.8038,0,0.6108,0,0.795
Let me guess: M.W. ?Elizabeth is a gem among the Globe columnists.,0,0.6838,1,0.6366,0,0.5261,0,0.5211,1,0.8423
This guy never signed up for Econ 101 in college...,0,0.5629,1,0.8875,0,0.6001,0,0.8412,1,0.6452
harper made something better? thank you for my laugh of the day.,1,0.5929,1,0.8175,1,0.8175,0,0.8135,1,0.7754
Try making paragraphs. It is very difficult to read without.,0,0.8128,1,0.6004,0,0.6088,0,0.8128,0,0.8128
"Ah Preston, don't you regret your attempts to manipulate the party system first through Wild Rose then by trying to subvert Wild Rose? The bitterness must be eating away at your soul, if you had one.",1,0.6001,1,0.6001,0,0.5920000000000001,0,0.6023,0,0.6054
'criminal'?Someone needs a dictionary.,0,0.8175,1,0.8167,0,0.6185,0,0.6342,1,0.7816
"Bob Beal Nonsense, and you should not say such things.+++++++++++++++++++++++++++Actually, its utterly true and historically correct - they also engaged in taking slaves. Do some reading...",0,0.5996,1,0.8044,1,0.5996,0,0.7953,0,0.7953
"Fairest, I'm looking forward to a post from you that contains a single fact. Facts are verifiable statements that typically contain numbers and sources that one can check. I'm sure you can do it! Just one fact - go for it!",0,0.7886,1,0.6079,0,0.7915,0,0.5801,1,0.6079
"A 30 billion dollar deficit will take several decades to pay off. And this is just his first year in power. You are either sarcastic, or profoundly uninformed.",0,0.6067,1,0.61,0,0.6067,0,0.7984,0,0.8065
Must be kinda cool to write your own history. Kinda sad if you actually believe it though.,0,0.6029,1,0.6156,1,0.595,0,0.7954,1,0.595
"you know being a lawyer isn't just working in a courtroom? we draft depositions and tribunal guidelines and interview clients and witnesses, research cases and manage and train newcomers... I mean, I know TV is not a good indication of the world outside the basement",0,0.7546,1,0.5336,0,0.8354,0,0.8746,0,0.6744
"Robert, those were the only 'facts' in your whole post.",0,1.0,1,0.6114,0,0.7992,0,0.7876,0,0.6114
"George Smitherman WOW! The king of sleeze! Orange air ambulance scandal, Windmills, McGuinty, s henchman in crime and scandal. Hope The Lieberals pick him , he has all their qualities as a candidate.",1,0.8025,1,0.6035,0,0.8025,1,0.5973,1,0.5973
"Yes, we can learn a lot from the ferry sinking and that spoiled airline exec who made the plane turn back because the peanuts were in a plastic bag.",0,0.6191,1,0.5701,0,0.8004,0,0.8187,0,0.8004
CC Are you losing it? This article is written by two men. Notley (I assume Rachel) isn't even mentioned in this article.,1,0.7566,1,0.7566,1,0.7566,0,0.7641,0,0.7566
Obviously they are not smart!,0,0.6162,1,0.5936,0,0.8135,0,0.8027,0,0.6162
'''...anti-choice...'''Get a vocabulary.,0,0.597,1,0.6139,0,0.597,1,0.5983,0,0.597
"Go back and read the third paragraph, assuming you read the entire opinion in the first place,",0,0.7411,1,0.7781,0,0.7411,0,1.0,0,0.7781
Of course. It's not annti-Harper therefor you think it should not be printed.,0,0.5921,1,0.6161,0,0.5921,0,0.8098,0,1.0
"No, they 'oughtn't', LesCaine - can you talk to Harper about that, because he's supposed to be a good Christian boy, but isn't.",0,0.623,1,0.5775,0,0.8146,0,0.8146,1,0.5964
PS. And this guy wants me to vote for him? He must be mad!,0,0.5838,1,0.8063,1,0.6089,0,0.5838,0,0.6099
"We've all been young and inexperienced at some point, but ignorant sticks with you for life. Consider Jim Prentice's last, fatal comment before the curtain rose on The Great and Powerful Oz.",0,0.6137,1,0.5838,0,0.6137,0,1.0,0,0.6099
"The media is about infotainment not reality and facts. All media is owned by six companies with their own agendas of propaganda. If you want facts, look elsewhere.",0,1.0,1,0.7987,0,0.6052,0,1.0,0,0.8056
"Judging from your post, and as a very experienced reader of first-year undergraduate essays, I don't believe you have a single degree, let alone three of them.",0,0.8236,1,0.5748,0,1.0,0,0.8236,0,1.0
Palestinians wanting peace? That's like ISIS wanting peace. Their resistance is in the toilet. Just look at their surroundings and what their resistance has achieved. Rubble and squalor.,0,0.7075,1,0.573,0,0.5573,0,0.8667,0,0.7165
You obviously don't actually know any real liberals.,0,0.5596,1,0.8066,1,0.6482,0,0.7656,0,0.8423
"lWell ... we cant help stupid can we ? So we should create more laws , so we can put put more people in jail so people like you feel secure in their smugness ..... and the carnage on our highways will continue .....",1,0.7891,1,0.6094,0,0.7906,1,0.5875,1,1.0
"NEBIES, You admit Harper is toast at least... bye bye broom closet coward.",1,1.0,1,0.7921,0,0.6063,1,0.5921,0,0.6031
"I must practice some restraint and not read the comments. I only come away feeling frustrated and dismayed. For such a small population, we have such a lot of ignorance.",0,0.6059,1,0.6103,0,0.6106,0,1.0,0,0.8021
"Can you read? He named three people: Bradlee, Clinton, Lewinsky. What do they have in common? None of them are Canadian. All are American. You really don't have a culture of your own.",0,0.7959,1,0.5874,0,0.5987,0,0.7959,0,1.0
You're going to give the provincial liberals a free pass? It's all Harper's fault? You can't be serious?... What a joke.,0,0.7998,1,0.792,1,0.5842,0,0.7922,0,0.792
"Just goes to show, smoking pot all the time, makes you delusional.",0,0.606,1,0.5911,1,0.5911,0,0.606,0,0.606
Is your head in the sand? Perhaps the British weather service is reporting that global warming is a myth but all the other scientific evidence is supporting a more accelerated global warming than even anticipated. Biased? I think so!,1,0.5916,1,0.8181,0,0.6204,1,0.5805,0,0.6074
Perhaps you need to enlighten all the cretins....you know just speak to them as like minded....,0,0.6191,1,0.5701,0,0.8004,0,0.6191,0,0.8004
Get real!!!,0,0.6065,1,0.5834,0,1.0,0,0.8244,0,0.5713
that's where you're wrong kiddo,1,0.5925,1,0.5925,1,0.5925,0,0.6118,0,0.8205
lazy polarizing rants on either side of an issue don't help -- do they?,0,1.0,1,0.6187,0,0.7892,0,1.0,0,0.5923
Herd/group immunity. Costs to society. Deaths of real people. Look it up and learn something.,0,0.6104,1,0.597,0,0.7926,0,0.8133,0,1.0
Totally irresponsible journalism. Relying on ONE example to support an idiotic thesis. Do I detect bitterness at the author not having tried hard enough in life?,0,0.7963,1,0.7948,0,0.5956,0,0.6064,0,0.7995
"How simplistic -- of course they don't accomplish what they promise, the world has a way of interfering. It was ever thus. What planet do you live on?",0,0.6033,1,0.5979,0,0.7934,0,0.7934,0,0.6011
"Lee, you don't write like you have a Ph.D.",0,0.8174,1,0.5818,0,0.6055,0,1.0,1,0.5818
"Not sad, Pat. Pathetic.",0,0.6031,1,0.5941,0,0.6031,0,0.7931,0,0.8101
"So you're talking about Greenland and Antarctica, as well as ""the study area"". What about the rest of the world? Or doesn't it fit your hypothesis?",0,0.6768,1,0.6729,0,0.8478,0,0.6768,0,0.6895
"The same brain dead liberals in this comments section that voted for Trudeau federally and for Wynne in Ontario are now saying don't vote for Trump. OK, got you.",0,0.5885,1,0.6062,0,0.8101,0,1.0,0,0.5885
Did you get the knives arranged to your satisfaction son?,1,0.6085,1,1.0,0,0.6018,0,0.6018,1,1.0
"So, you're fine with stripping away the rights of 6,000 Canadian citizens. Good to know.",1,0.8104,1,0.5748,1,0.5748,0,0.5748,1,0.6014
"no sweetheart, they're going to slowly buy up everything you own, settle your lands and put you to work in factories and you'll be cheering them on",0,0.5886,1,0.8438,0,0.7159,0,0.6359,1,0.7182
yeah yeah yeah....boring.,0,0.7911,1,0.6089,1,0.6089,0,1.0,0,0.7911
Ugh. That is one detestable comment. Back under your rock.,0,0.5986,1,0.6032,0,0.5986,0,0.8058,0,0.7983
Oh! It was the Finns that were rioting. Please.,1,0.5789,1,0.5789,0,0.8022,0,1.0,1,0.5789
You can guarantee that intellectuals always get it wrong.,0,0.6138,1,0.8052,0,0.7922,0,0.8217,0,0.7875
"Hmmm... based on recent events, I wouldn't be too public about your love of birds, Margaret. I seem to remember a group of amateur ornithologists got themselves on the Harper Government audit list for being a bit too forward about their interests.",0,0.5548,1,0.6266,0,0.5548,0,0.7774,0,0.5548
Pure drivel. But keep believing yourself!,1,0.7585,1,1.0,1,0.7585,1,0.7585,1,0.7585
Leave it to ideologues like nomad to always see constructive criticism of Rob Ford as gratuitous negativity.,0,0.6,1,0.6022,0,0.5956,0,0.7978,0,0.5820000000000001
If you knew the area you may well have second thoughts.,0,1.0,1,0.6308,0,0.6104,0,1.0,0,1.0
'A trigger warning I can support: the one involving middle-aged white guys' - Middle-aged white womanThe irony is not lost on us.,0,0.6318,1,0.5798,1,0.5798,0,0.6318,0,0.7884
thelorax - your link doesn't make sense. It's about domestic violence - totally different topic.,0,0.8117,1,0.6083,0,0.6033,0,0.8117,0,1.0
Think about what you just posted please!,1,0.5913,1,0.5913,0,0.6056,0,0.6056,0,0.6056
"Because there are still some journalists left in the world........ unfortunately, they don't live in Canada.",0,0.7951,1,0.5883,0,0.7951,0,1.0,1,0.5933
"I don't think you understand how percentages, odds, or political analysis works.",0,0.6890000000000001,1,1.0,1,0.8156,0,0.6890000000000001,0,0.5194
"... because we have a cowardly Prime Minister, plain and simple !!!",0,1.0,1,0.8074,0,0.6086,0,0.7889,0,1.0
You cant make big screen tvs from birch bark,0,1.0,1,0.6007,0,1.0,0,1.0,0,0.6131
"Trump is a blowhard, a bigot, and a liar of epic proportion, and that is why he appeals to the intellectually slow.",1,0.5879,1,0.5879,0,0.7887,0,0.6037,0,1.0
"You're right. We should go full Orwellian. Great idea. Let's start with 24 hours cameras on YOU. Let's see what we can get you on. I think, at least speeding. And you probably swear once in a while too.",0,0.5776,1,0.5671,1,0.5671,0,0.5857,1,0.5856
The only one with a disability is you.,1,0.5909,1,0.5847,0,0.8035,1,0.5909,0,0.8011
"Well, if you really have a problem with this payment that was entirely within Treasury Board policy, it's the responsibility of the President of the Treasury Board. Go ahead and have at him.",0,0.5832,1,0.6294,0,0.7971,0,0.5832,0,0.7971
"Mor0nic post, Robert 320.",1,0.8437,1,0.5288,1,0.7671,1,0.7565,0,1.0
So you troll your discontent with the 'system' on a night and a commentary board when people across the country are lamenting the end of a cultural entity? Grow up.,1,0.8140000000000001,1,0.6104,0,0.5951,1,0.6084,0,1.0
"Sure, when reasonable arguments fail, always attack the person - and get your facts wrong.",0,0.6155,1,0.5641,1,0.5641,0,0.8062,1,0.6042
"Yep, those child labourers must be hard to get rid of....and they grow up so fast too.",0,0.664,1,0.6601,0,0.5025,0,0.664,1,0.8458
Nice fantasy will you be self publishing it on Kindle?,0,0.8033,1,0.7903,0,0.8033,0,0.8033,1,1.0
"aren't you a clever man!! not a gold star though, maybe a red star.",1,0.5984,1,0.5984,0,0.8063,0,0.8047,1,0.7921
"God you're pathetic, Globe and Mail.",1,0.7991,1,0.5964,1,0.5964,1,0.7991,0,1.0
..... better than you giving yourself a thumb up...LOL,0,0.7954,1,0.8047,0,0.597,0,1.0,0,0.597
Just us suckers boz.,0,0.5986,0,0.8048,1,0.5998,0,0.8048,1,0.8048
Where does it say in the article that 40% goes to solar? Your entire comment is nonsense and indicates someone who has no real clue of how the energy file in Ontariowe is set up.,0,0.5986,0,0.5986,1,0.6022,0,0.7929999999999999,0,1.0
"'I wonder if trump supporters realize' Reality is irrelevant to trump supporters, that, would require a functioning intellect.",0,0.5974,0,0.5974,1,0.625,0,0.7961,1,0.625
Skyofblue....do some reading.,0,0.6114,1,1.0,1,0.7941,0,0.8069,0,0.8051
DJay. How does one merge a Liberal (Capitalist) Party with an NDP (Socialist) Party. Good luck with that.,0,0.8001,0,0.5849,1,0.5991,0,1.0,0,0.6123
"Because it drives you crazy, old lady. Toodooloo....",1,0.7965,1,1.0,1,0.7965,1,0.5968,0,0.5870000000000001
A waste of ink and bandwidth.,1,0.5820000000000001,1,0.6055,1,0.6169,0,0.6133,0,0.6133
who cares,0,0.6363,1,0.5606,1,0.7982,0,0.6024,0,0.8043
So you're with the child pornographers?,1,0.8073,1,1.0,1,0.6089,1,0.8073,0,0.6002
"Tell us how you really feel....oh so predictable, your bias comes through as usual.",0,0.6156,0,0.5977,1,0.6009,0,0.8029999999999999,0,0.6156
Is anyone surprised? There can't possibly be anyone still surprised by these fricken clown's antics.,0,0.5034,1,0.6644,1,0.5101,1,0.6644,0,0.8254
for the young puppies of the left who do not know ED BROADBENT was leader of the NDP he never won a federal election so what does it matter what he thinks,0,0.5931,1,0.7948,1,0.604,0,0.8046,0,0.604
Liberal parasite.,1,0.8069,0,0.6035,1,0.7959999999999999,1,0.8069,0,1.0
' Equity ' ?Merely the equality industry at work. Next ...,0,1.0,0,0.7974,1,0.6141,0,1.0,0,1.0
You can really trust Wynne and Marois with money. Right.,0,0.6044,1,0.5984,1,0.6019,0,0.6044,1,1.0
Who cares!!!!,0,0.6208,0,0.6208,1,0.5784,1,0.5784,0,1.0
Here we go again! Another article not well thought out.,0,0.5991,0,0.5991,1,0.5814,0,0.5991,0,0.792
"If someone walks out in the wrong spot and a driver is speeding, they are both at fault. This isn't rocket science.",0,0.785,0,0.5962,1,0.6142,0,1.0,0,0.5893
"Very good comment John, even if it requires fleshing out, so to speak, for the many commenters who don't understand the vacuous nature of disposable sex.",0,0.6094,0,0.8144,1,0.5916,0,0.6134,0,0.8144
"by your tone, you would likely support child porn, legalizing heroine and meth if the tax dollars were your only concern.",1,1.0,1,1.0,1,0.6163,1,1.0,0,0.5933
There is as much proof of a Flying Spaghetti Monster as there is of any other god.,0,0.5943,0,0.5943,1,0.6214,0,0.7905,0,0.7905
"Knowing what a man of his word our Peter has proven to be, what makes you think that the Grits would touch him with a barge pole?",0,0.5973,1,0.8101,1,0.8101,1,0.5984,1,0.8043
You got that backwards.,0,0.794,1,0.613,1,0.8146,0,1.0,0,0.794
Do you want the OILSANDS shut down??? typical left wing stupid comments!!!,1,1.0,1,0.9219,1,0.9592,1,0.8787,0,1.0
Two equally offensive posts.,0,0.8153,0,0.7965,1,0.6106,0,1.0,0,0.7997
"as an Anglo who recently moved back to Montreal after decades abroad, I say of course: Nonsense.",0,0.8124,0,0.8124,1,0.5745,0,1.0,0,1.0
Your home owners grant was implemented to cover school taxes. AND your parents did a p.poor job of giving you critical thinking skills.,1,1.0,1,1.0,1,0.8122,1,0.5947,0,1.0
Sorry. I don't listen to crackpot ideas.,1,0.5924,1,0.5924,1,0.7998,1,0.5924,0,1.0
"Umm, no you're not. You're not the victim here so don't try to play one. You only need to feel guilty if/when you (implicitly or explicitly) contribute to racism, bigotry or oppression. Do you?",1,0.5839,1,0.5839,1,0.5839,0,0.6134,0,1.0
"No, he is an example of untreated alcoholism and addiction spiralling out of control. Any semblance of functioning long gone",0,0.6063,1,0.5868,1,0.5868,0,0.8128,0,1.0
"Nonsense. Give your examples, if you have them.",1,0.5832,1,1.0,1,1.0,0,0.8177,0,1.0
No...It's not like you contribute anything....,1,0.5966,1,1.0,1,0.7914,0,0.6013,0,1.0
What your weird hypothetical has to do with this election is a mystery.,1,0.5838,1,0.5838,1,0.5838,0,0.5699,0,0.7156
What does this have to do with Murray 115s suggestion?,0,1.0,0,0.7887,1,0.5981,0,1.0,0,0.7887
"Tim Andrew another left-wing, pinko, commie, union hack? I guess you must be somewhere well right of Attila the Hun.",1,0.5737,0,0.6145,1,0.6024,0,0.6248,0,0.5961
What a hypocritical editorial!,0,0.6799,1,0.8472,1,0.6707,0,0.5192,0,1.0
...And his generation is out of touch with reality. They should all grow up.,1,0.6701,1,0.8407,1,0.6701,0,0.5049,0,0.8468
Dude how many times you going to post the same thing over and over. Nobody is biting....troll.,1,0.7868,0,0.6034,1,0.5751,1,0.5751,0,1.0
"Clod. Stop with the hysterics. Harris didn't cause Walkerton, he was weakly found to be a contributing factor.",0,1.0,0,0.8161,1,0.5863,0,0.8044,0,0.8044
"How do you know that there was a medieval global warming. Did you personally experience it? Oh, scientists told you about it and you believe them. The same scientists who you disbelief when they talk about global warming.",1,0.5014,1,0.6708,1,0.6682,0,0.8251,1,0.8401
"It was a very good article until the last sentence, which I thought stupid.",1,0.6225,1,0.619,1,0.619,1,0.6225,0,0.8061
Hey pablum a lot of thought in your post wow,0,0.6027,1,0.5766,1,0.5766,0,0.6027,1,0.5766
Apparently you are not well educated on what is going on in Canada and what exactly Kenney has done BESIDES NOTHING to stop it!,0,0.6028,1,0.8185,1,0.5787,0,0.7996,0,0.7996
"Thanks for the belly laugh, festina!",0,0.6032,1,0.5959,1,0.5959,0,0.6032,0,0.5966
Me thinks you are joking and just wanting responses,0,0.6097,1,0.6065,1,0.6065,0,0.6097,0,0.7839
"Well I guess this badly written comment with two grammatical errors is a clear demonstration of your view. But those of us who did pick up a thing or two about grammar and word use will focus on your error rather than your point, what ever it was.",0,0.5889,0,0.5909,1,0.8101,0,0.7957,0,0.5883
Maybe you should do restaurant reviews Doug. It would give more elbow room for your imperious journalism.,1,0.8029999999999999,1,1.0,1,0.5981,1,0.6174,1,0.8145
Who cares that hack is slim? A slim hack is still a hack.,0,0.7959999999999999,0,0.7959999999999999,1,0.5896,0,0.7959999999999999,0,0.7959999999999999
"No, that's the price for a legal system that comes as close to meting out justice as any system yet devised by humankind. Get over it. In fact, be damn grateful for it.",0,0.8164,1,0.586,1,0.586,0,0.6293,0,1.0
They're coming? Why didn't someone tell me sooner? I would have made a nice bundt cake if I had known company was coming. Thanks for confirming you let your fears and prejudices dictate your actions.,0,0.596,1,0.6138,1,0.6138,0,0.596,1,0.8069
What a waste of time this guy is...very inexperienced in he needs a reality check..,1,0.591,1,0.5902,1,0.5169,0,0.5684,0,0.8387
"Another ""reach"" Jack? or should that be retch.",0,0.5887,0,0.5844,1,0.6069,0,0.78,0,0.7913
Please tell us that you don't teach our children!,1,0.7963,1,1.0,1,0.6031,0,0.8024,0,1.0
It is other way around. Your hatred of Harper appears to be genetically programmed. What has he done to you ?,0,0.5904,1,0.6146,1,0.6146,0,0.8017,0,0.795
What makes you an expert on using natural gas fired turbines for electrical generation? Have you ever designed or built one? Or are you just being your typical blowhard?,1,0.8073,1,0.8073,1,0.8073,1,0.6137,0,0.8026
"Sorry, By resorting to 'Reductio ad Hitlerum' your opinion is rendered irrelevant.",1,0.8367,1,0.8367,1,0.8367,0,0.5127,0,0.6805
"Women are just as idiotic, particularly when young. They're just idiotic over different things. God knows they're idiotic enough about men.",1,1.0,1,0.7947,1,0.7947,1,0.7947,0,0.8061
"What an ugly, purposely-demeaning term, ""anchor babies"". It seems ONLY to be applied to brown-skinned babies. Such prejudice is not something of which to be proud. 'Sounds idiotic to me.'",0,0.6005,0,0.8022,1,0.5861,0,1.0,0,1.0
"Are you calling for that mystical figure, the ""science reporter."" Good luck.",0,0.7845,0,0.5714,1,0.6225,0,0.7845,1,0.6225
"The Work Farce - Honest, compassionate Canadians need to support Bernie Sanders. Why - do we get to vote in the US presidential election?",0,0.7867,0,0.5897,1,0.5976,0,1.0,1,0.8127
I guess for you Scotty the Cold War never ended.,1,0.6104,1,0.7878,1,0.6124,0,0.6071,0,0.5649
"Rather a silly remark there, watchlist.",1,0.7986,1,0.8065,1,0.8065,0,0.8065,0,0.6051
